1.224646799147353207e-16,2.953622153066982995e-17,1.084708361687410654e-16,1.134111822367175368e-16,1.251724681596866282e-16,8.326214710126238305e-17,-7.069234365824050915e-18,2.311844201837989489e-17,9.197519249471700640e-17,9.857018929162947706e-17,1.004776558022808205e-16,9.380806437137002528e-17,8.619977078354091846e-17,7.451565093530759044e-17,6.066897756671525552e-17,7.198910954249696238e-17,1.376833263361621180e-16,7.798050926194303761e-17,7.166865608353407567e-17,1.367722370096156803e-16,9.317044577242329919e-17,1.582577389272726449e-16,1.670564094175857217e-16,9.892700679173190670e-17,2.589602974738856147e-16,6.693096880897707345e-17,1.029573789575995859e-16,1.567995519657317104e-16,1.031254755504430919e-16,1.171112273125932924e-16,2.650135773603115311e-17,1.437750822708133645e-16,1.217125568769609778e-16,1.606669882884908611e-16,1.772001751549816774e-16,2.794134507134704752e-17,1.443133562708728249e-16,3.726291046631956920e-17,1.102410229518359775e-16,1.301702737878158748e-16,1.175499143595738227e-16,8.678998420824593896e-17,2.559682566434041588e-16,1.314355812082534353e-16,1.719110891667788999e-16,8.587535230313456030e-17,1.278331346249910328e-16,1.939401742408473943e-16,1.817341196076780439e-16,1.459739905848641917e-16,1.111684194745854590e-16,1.045641864599741296e-16,1.641237243518955337e-16,1.419018770291304842e-16,4.392520694207645123e-18,8.207339333803520401e-17,1.840666410697113518e-16,1.798287077183276748e-16,1.579807483978615575e-16,1.664820809660559418e-16,5.046385827244591152e-17,1.861074089263970677e-16,2.279584090490360682e-16,5.510918509508239315e-17,1.539506851938123928e-16,2.366545318718676131e-16,9.017025223467471818e-17,2.082073850091296968e-16,5.400368028298993488e-19,2.103000123671360115e-16,1.367138229649814476e-16,1.821680278366969722e-16,2.300784137039366596e-16,8.075302883107998928e-17,1.812771832925441448e-16,2.136196604915509597e-16,-6.721113570512244153e-18,2.325470268530284439e-16,1.516628604825016066e-16,1.829788361705603310e-16,1.995438476359848848e-16,2.206294462276879803e-16,4.617917580829531317e-17,-1.218257134567800635e-17,1.367202936038865692e-16,2.326502818752141189e-16,3.007032917017260456e-16,1.027679960861636183e-16,2.320198291843527828e-16,2.435273788652664954e-16,1.906788017575763956e-16,2.272715465237713775e-16,1.821024721322782471e-16,7.007184074727716186e-17,3.030186546900979527e-16,3.060808449112350848e-16,2.584661660397446623e-17,3.572979758820208694e-16,2.618332279428088439e-16,9.395368970063972774e-17
2.463744919538202183e-02,2.388017721319286857e-02,2.316844735633159097e-02,2.249824085081688144e-02,2.186600142947156891e-02,2.126857025014535288e-02,2.070313156399180426e-02,2.016716710715637378e-02,1.965841761645688995e-02,1.917485019772282792e-02,1.871463052941300595e-02,1.827609908217976004e-02,1.785775069059427483e-02,1.745821693622018334e-02,1.707625089905453683e-02,1.671071391265381914e-02,1.636056402127386220e-02,1.602484588833777771e-02,1.570268194700786407e-02,1.539326461751682265e-02,1.509584944372994141e-02,1.480974902433805640e-02,1.453432763307387944e-02,1.426899643812590095e-02,1.401320924409923604e-02,1.376645869090419375e-02,1.352827285323073177e-02,1.329821219208338762e-02,1.307586681647558181e-02,1.286085401899508991e-02,1.265281605373643967e-02,1.245141812918245348e-02,1.225634659210579798e-02,1.206730728157381916e-02,1.188402403471253664e-02,1.170623732812542742e-02,1.153370304078144004e-02,1.136619132586803686e-02,1.120348558055265890e-02,1.104538150386277957e-02,1.089168623400039483e-02,1.074221755737283374e-02,1.059680318246779100e-02,1.045528007244387811e-02,1.031749383096456502e-02,1.018329813637479549e-02,1.005255421983428273e-02,9.925130383467485953e-03,9.800901554990651410e-03,9.679748875630179647e-03,9.561559318461322274e-03,9.446225334574452279e-03,9.333644524728500549e-03,9.223719334371792422e-03,9.116356770109903737e-03,9.011468135881234992e-03,8.908968787255557367e-03,8.808777902420560427e-03,8.710818268546643636e-03,8.615016082335162639e-03,8.521300763666188327e-03,8.429604781348134027e-03,8.339863490063787604e-03,8.252014977679460184e-03,8.165999922159425384e-03,8.081761457380803176e-03,7.999245047218116883e-03,7.918398367300339552e-03,7.839171193903149426e-03,7.761515299481906369e-03,7.685384354377830865e-03,7.610733834285965567e-03,7.537520933085664968e-03,7.465704480680760043e-03,7.395244865510706977e-03,7.326103961430061907e-03,7.258245058669831988e-03,7.191632798615529495e-03,7.126233112160015697e-03,7.062013161405357627e-03,6.998941284497658781e-03,6.936986943407944667e-03,6.876120674469528293e-03,6.816314041510639077e-03,6.757539591416106099e-03,6.699770811982260800e-03,6.642982091919694479e-03,6.587148682880997544e-03,6.532246663396767440e-03,6.478252904602437544e-03,6.425145037660632587e-03,6.372901422775195321e-03,6.321501119712524819e-03,6.270923859740711211e-03,6.221150018910746177e-03,6.172160592602614002e-03,6.123937171270476404e-03,6.076461917318634262e-03,6.029717543046259412e-03,5.983687289609667531e-03
4.925994109281683908e-02,4.774714035838232423e-02,4.632517582597157207e-02,4.498605132607704643e-02,4.372268783334878894e-02,4.252879497494307937e-02,4.139876364826657051e-02,4.032757579405021192e-02,3.931072819802981788e-02,3.834416783146003121e-02,3.742423673486314911e-02,3.654762483558086222e-02,3.571132939355258634e-02,3.491262001037118146e-02,3.414900832838461964e-02,3.341822170026773064e-02,3.271818023329081671e-02,3.204697671280759552e-02,3.140285899112692236e-02,3.078421449471354515e-02,3.018955655752954964e-02,2.961751233360857688e-02,2.906681207946902601e-02,2.853627962818483868e-02,2.802482390299551249e-02,2.753143134017347129e-02,2.705515910924320699e-02,2.659512903414262830e-02,2.615052213203765408e-02,2.572057369764969154e-02,2.530456887043845346e-02,2.490183863009433340e-02,2.451175617273232063e-02,2.413373362615013965e-02,2.376721906763776607e-02,2.341169381226546400e-02,2.306666994340581325e-02,2.273168806057733124e-02,2.240631522258177896e-02,2.209014306643099571e-02,2.178278608475300165e-02,2.148388004629479819e-02,2.119308054582326462e-02,2.091006167120292719e-02,2.063451477673850995e-02,2.036614735301485804e-02,2.010468198447730101e-02,1.984985538690108714e-02,1.960141751768509910e-02,1.935913075261466373e-02,1.912276912336518045e-02,1.889211761057320305e-02,1.866697148780366647e-02,1.844713571218342674e-02,1.823242435786911336e-02,1.802266008887328658e-02,1.781767366809260122e-02,1.761730349966634732e-02,1.742139520205472983e-02,1.722980120945044255e-02,1.704238039935751167e-02,1.685899774434969009e-02,1.667952398619310800e-02,1.650383533067913827e-02,1.633181316164022956e-02,1.616334377276097342e-02,1.599831811589952357e-02,1.583663156474900829e-02,1.567818369275516405e-02,1.552287806429727968e-02,1.537062203821671844e-02,1.522132658284863077e-02,1.507490610177584373e-02,1.493127826959353768e-02,1.479036387700826891e-02,1.465208668466796114e-02,1.451637328514820274e-02,1.438315297256881689e-02,1.425235761935524266e-02,1.412392155968960304e-02,1.399778147923058831e-02,1.387387631071437116e-02,1.375214713507197199e-02,1.363253708772769329e-02,1.351499126975923976e-02,1.339945666363607547e-02,1.328588205325533650e-02,1.317421794802338744e-02,1.306441651075147641e-02,1.295643148913367022e-02,1.285021815061115902e-02,1.274573322042252960e-02,1.264293482266111435e-02,1.254178242417353963e-02,1.244223678113536187e-02,1.234425988815998285e-02,1.224781492980072176e-02,1.215286623431623136e-02,1.205937922957320448e-02,1.196732040097838422e-02
7.385252747487432157e-02,7.158768061452949749e-02,6.945846910297223675e-02,6.745300179170597710e-02,6.556074367576886219e-02,6.377232730501102009e-02,6.207939489260680399e-02,6.047446543444653239e-02,5.895082232743374673e-02,5.750241788285273548e-02,5.612379183835651542e-02,5.481000152686869853e-02,5.355656179858906546e-02,5.235939314006725354e-02,5.121477671212586180e-02,5.011931525158658945e-02,4.906989896197134354e-02,4.806367566462278057e-02,4.709802460097381460e-02,4.617053337442581645e-02,4.527897760071461497e-02,4.442130290209495708e-02,4.359560893580997909e-02,4.280013519322844323e-02,4.203324834442037639e-02,4.129343093514298985e-02,4.057927127031853848e-02,3.988945434097635606e-02,3.922275367103082028e-02,3.857802397674999634e-02,3.795419454581375890e-02,3.735026325487598303e-02,3.676529115482526922e-02,3.619839756179343143e-02,3.564875559956957873e-02,3.511558814566156927e-02,3.459816413894225423e-02,3.409579521175801903e-02,3.360783261367347730e-02,3.313366439777835903e-02,3.267271284373972351e-02,3.222443209466222674e-02,3.178830598731425400e-02,3.136384605748766125e-02,3.095058970420435859e-02,3.054809849818540188e-02,3.015595662151287701e-02,2.977376942675698593e-02,2.940116210501459229e-02,2.903777845337194435e-02,2.868327973322423383e-02,2.833734361172951174e-02,2.799966317941225344e-02,2.766994603759305796e-02,2.734791344991815976e-02,2.703329955279240929e-02,2.672585061999535952e-02,2.642532437718484936e-02,2.613148936238404024e-02,2.584412432888920017e-02,2.556301768734812671e-02,2.528796698403817933e-02,2.501877841263790841e-02,2.475526635700145417e-02,2.449725296266381039e-02,2.424456773499289106e-02,2.399704716206892477e-02,2.375453436053737502e-02,2.351687874281526563e-02,2.328393570416212657e-02,2.305556632824735941e-02,2.283163710994855211e-02,2.261201969421378771e-02,2.239659062991420507e-02,2.218523113768893634e-02,2.197782689086483221e-02,2.177426780859872610e-02,2.157444786045099178e-02,2.137826488166446465e-02,2.118562039846590833e-02,2.099641946276417648e-02,2.081057049565619710e-02,2.062798513920372639e-02,2.044857811596886843e-02,2.027226709584301415e-02,2.009897256972740034e-02,1.992861772966045969e-02,1.976112835500838660e-02,1.959643270436695409e-02,1.943446141283874593e-02,1.927514739437996213e-02,1.911842574892589838e-02,1.896423367402434029e-02,1.881251038072090723e-02,1.866319701346648083e-02,1.851623657381600355e-02,1.837157384771543472e-02,1.822915533617926881e-02,1.808892918917893652e-02,1.795084514256459554e-02
9.840027827964299700e-02,9.538859965643764482e-02,9.255661604737810966e-02,8.988866410128075468e-02,8.737085240411482379e-02,8.499081768539426540e-02,8.273752017698286776e-02,8.060107099018955223e-02,7.857258582164701466e-02,7.664406042311730505e-02,7.480826415161191678e-02,7.305864861099464758e-02,7.138926894727713746e-02,6.979471579932286507e-02,6.827005625912629938e-02,6.681078247993937902e-02,6.541276680067506510e-02,6.407222244234871134e-02,6.278566898549069186e-02,6.154990196325626356e-02,6.036196600869384726e-02,5.921913108053239450e-02,5.811887136322866493e-02,5.705884649659133390e-02,5.603688484015854204e-02,5.505096851940657898e-02,5.409922003617942399e-02,5.317989025559196475e-02,5.229134760699248596e-02,5.143206835811382077e-02,5.060062783992887864e-02,4.979569251545288427e-02,4.901601279922596088e-02,4.826041654581252061e-02,4.752780313565444642e-02,4.681713809526422826e-02,4.612744819622646014e-02,4.545781698398634191e-02,4.480738069305213733e-02,4.417532451017959494e-02,4.356087915140971489e-02,4.296331772261127030e-02,4.238195283648756723e-02,4.181613396191270760e-02,4.126524498403280616e-02,4.072870195582085212e-02,4.020595102377065577e-02,3.969646651218944333e-02,3.919974915210556327e-02,3.871532444220840419e-02,3.824274113046795265e-02,3.778156980618847111e-02,3.733140159323054819e-02,3.689184693601562509e-02,3.646253447071359788e-02,3.604310997471284195e-02,3.563323538811286051e-02,3.523258790153533521e-02,3.484085910506762307e-02,3.445775419360901787e-02,3.408299122430224343e-02,3.371630042210852635e-02,3.335742352992325521e-02,3.300611319992980547e-02,3.266213242316979432e-02,3.232525399455946774e-02,3.199526001080402193e-02,3.167194139887590659e-02,3.135509747290452648e-02,3.104453551749952744e-02,3.074007039568465993e-02,3.044152417976591848e-02,3.014872580357407308e-02,2.986151073466246364e-02,2.957972066512509421e-02,2.930320321981964155e-02,2.903181168085959205e-02,2.876540472732491693e-02,2.850384618922097504e-02,2.824700481478417680e-02,2.799475405029477892e-02,2.774697183161957750e-02,2.750354038676276758e-02,2.726434604875228179e-02,2.702927907823308301e-02,2.679823349518774614e-02,2.657110691924035456e-02,2.634780041803439637e-02,2.612821836321585836e-02,2.591226829357827499e-02,2.569986078495528625e-02,2.549090932648099758e-02,2.528533020285078300e-02,2.508304238225118193e-02,2.488396740964016196e-02,2.468802930508101276e-02,2.449515446685607625e-02,2.430527157909662117e-02,2.411831152368685768e-02,2.393420729621383372e-02
1.228882906647143364e-01,1.191367149074540055e-01,1.156079132794914227e-01,1.122826123515845848e-01,1.091436959501103365e-01,1.061759125390379921e-01,1.033656287446360345e-01,1.007006208053175811e-01,9.816989734671854873e-02,9.576354815364501727e-02,9.347261461535939786e-02,9.128897831883536762e-02,8.920526490187995206e-02,8.721476078933429466e-02,8.531134084777927673e-02,8.348940532806549408e-02,8.174382473663055482e-02,8.006989149854766563e-02,7.846327745739296866e-02,7.691999640709040742e-02,7.543637097501837419e-02,7.400900327871212658e-02,7.263474886436632749e-02,7.131069350714400179e-02,7.003413251353725333e-02,6.880255221674291821e-02,6.761361339882532295e-02,6.646513640972072368e-02,6.535508778393550600e-02,6.428156818205361944e-02,6.324280150657621280e-02,6.223712506083855373e-02,6.126298063623555196e-02,6.031890642718893553e-02,5.940352968555077939e-02,5.851556003673051565e-02,5.765378338903433958e-02,5.681705637568502248e-02,5.600430127595042856e-02,5.521450136787774826e-02,5.444669667043337130e-02,5.369998003750505594e-02,5.297349357029638300e-02,5.226642531823656040e-02,5.157800624168980969e-02,5.090750741254098516e-02,5.025423743119151326e-02,4.961754004070183938e-02,4.899679192073015666e-02,4.839140064566378741e-02,4.780080279284842915e-02,4.722446218819997127e-02,4.666186827769324558e-02,4.611253461431435996e-02,4.557599745103111527e-02,4.505181443121685642e-02,4.453956336873789862e-02,4.403884111062025125e-02,4.354926247584729043e-02,4.307045926440496858e-02,4.260207933120834650e-02,4.214378572000317819e-02,4.169525585276018242e-02,4.125618077045649368e-02,4.082626442147899853e-02,4.040522299420598595e-02,3.999278429059034690e-02,3.958868713784369914e-02,3.919268083553623105e-02,3.880452463565414734e-02,3.842398725334106313e-02,3.805084640623527387e-02,3.768488838046359785e-02,3.732590762151713482e-02,3.697370634835442371e-02,3.662809418920938420e-02,3.628888783769283061e-02,3.595591072787838322e-02,3.562899272716329307e-02,3.530796984577756065e-02,3.499268396189850194e-02,3.468298256140083663e-02,3.437871849134108149e-02,3.407974972633787125e-02,3.378593914706803925e-02,3.349715433014857635e-02,3.321326734873283892e-02,3.293415458318352945e-02,3.265969654123519750e-02,3.238977768709712379e-02,3.212428627897875866e-02,3.186311421456118620e-02,3.160615688396199024e-02,3.135331302977290707e-02,3.110448461377877949e-02,3.085957668998615469e-02,3.061849728361565326e-02,3.038115727573637709e-02,3.014747029323401606e-02,2.991735260383106276e-02
1.473016980546376364e-01,1.428188647978872183e-01,1.386006677876514825e-01,1.346244236522491922e-01,1.308699542423034101e-01,1.273192529377983329e-01,1.239562023287679726e-01,1.207663344002830319e-01,1.177366260297938866e-01,1.148553239415767702e-01,1.121117943319634852e-01,1.094963932370165566e-01,1.070003544056439687e-01,1.046156920003367685e-01,1.023351159018049683e-01,1.001519577639577163e-01,9.806010626859226753e-02,9.605395027796127805e-02,9.412832878853025220e-02,9.227848675895132524e-02,9.050003602620861065e-02,8.878892064131213568e-02,8.714138605405288840e-02,8.555395165866119811e-02,8.402338628145143706e-02,8.254668624997760218e-02,8.112105573268281467e-02,7.974388908000563936e-02,7.841275493364242843e-02,7.712538190116020875e-02,7.587964561925227003e-02,7.467355705131785426e-02,7.350525188430667711e-02,7.237298090636286318e-02,7.127510126115250977e-02,7.021006848718196192e-02,6.917642926119602076e-02,6.817281477412610868e-02,6.719793467623433325e-02,6.625057153524137321e-02,6.532957575747555534e-02,6.443386092755638839e-02,6.356239952694694995e-02,6.271421899593919436e-02,6.188839810737094965e-02,6.108406362367591741e-02,6.030038721178081207e-02,5.953658259295103311e-02,5.879190290697673682e-02,5.806563827213609419e-02,5.735711352417763309e-02,5.666568611919486909e-02,5.599074418669310743e-02,5.533170472045698118e-02,5.468801189597183310e-02,5.405913550418957325e-02,5.344456949236574272e-02,5.284383060352064454e-02,5.225645710683945316e-02,5.168200761199531756e-02,5.112005996099633354e-02,5.057021019170499648e-02,5.003207156768227359e-02,4.950527366945495916e-02,4.898946154271727194e-02,4.848429489934923120e-02,4.798944736746921236e-02,4.750460578704463616e-02,4.702946954786547257e-02,4.656374996693651847e-02,4.610716970257902614e-02,4.565946220273663786e-02,4.522037118518390519e-02,4.478965014750086598e-02,4.436706190484623891e-02,4.395237815370510448e-02,4.354537905992520580e-02,4.314585286947721782e-02,4.275359554049038002e-02,4.236841039521990759e-02,4.199010779069432125e-02,4.161850480688882026e-02,4.125342495133974691e-02,4.089469787920275989e-02,4.054215912781794495e-02,4.019564986491229452e-02,3.985501664962926710e-02,3.952011120563189012e-02,3.919079020556760079e-02,3.886691506624360276e-02,3.854835175389138141e-02,3.823497059894746808e-02,3.792664611981307055e-02,3.762325685508627338e-02,3.732468520379746829e-02,3.703081727320475802e-02,3.674154273373674007e-02,3.645675468069174696e-02,3.617634950233136054e-02,3.590022675402410046e-02
1.716256791663596792e-01,1.664219140310153333e-01,1.615231995540316046e-01,1.569036789142078114e-01,1.525403047337849649e-01,1.484124732835563898e-01,1.445017132840961394e-01,1.407914202663539671e-01,1.372666290674588174e-01,1.339138183486913158e-01,1.307207420891445260e-01,1.276762838773026765e-01,1.247703305316870126e-01,1.219936621615377026e-01,1.193378562539329502e-01,1.167952037646927399e-01,1.143586355127617082e-01,1.120216574443720081e-01,1.097782935544349692e-01,1.076230354365956404e-01,1.055507975869181964e-01,1.035568777146693570e-01,1.016369214215239181e-01,9.978689070131208094e-02,9.800303578907340607e-02,9.628186995307157214e-02,9.462014687849018557e-02,9.301484033840466681e-02,9.146312588761938700e-02,8.996236434916642100e-02,8.851008689260210505e-02,8.710398152845368058e-02,8.574188086489310801e-02,8.442175099148116479e-02,8.314168137106153766e-02,8.189987563496854694e-02,8.069464318895275268e-02,7.952439154789733844e-02,7.838761932669099930e-02,7.728290982277430388e-02,7.620892513298836712e-02,7.516440075362400275e-02,7.414814061806328238e-02,7.315901253125003945e-02,7.219594396450498830e-02,7.125791817797229311e-02,7.034397064133997290e-02,6.945318572642734944e-02,6.858469364787976585e-02,6.773766763054139828e-02,6.691132128417350000e-02,6.610490616803436914e-02,6.531770952951078402e-02,6.454905220246684450e-02,6.379828665231508655e-02,6.306479515600253716e-02,6.234798810618358972e-02,6.164730242980670516e-02,6.096220011221597374e-02,6.029216681865152277e-02,5.963671060572995480e-02,5.899536071613509236e-02,5.836766645031478407e-02,5.775319610951216986e-02,5.715153600491991448e-02,5.656228952818945915e-02,5.598507627890700333e-02,5.541953124500414996e-02,5.486530403239784498e-02,5.432205814044301778e-02,5.378947028005329201e-02,5.326722973158513202e-02,5.275503773980872585e-02,5.225260694349175006e-02,5.175966083730467598e-02,5.127593326393475176e-02,5.080116793444863776e-02,5.033511797508361668e-02,4.987754549879168386e-02,4.942822119996423402e-02,4.898692397089780826e-02,4.855344053864291826e-02,4.812756512098930600e-02,4.770909910042148844e-02,4.729785071495387627e-02,4.689363476484171428e-02,4.649627233421836647e-02,4.610559052678620678e-02,4.572142221473499135e-02,4.534360580012575942e-02,4.497198498802097710e-02,4.460640857069585880e-02,4.424673022229992647e-02,4.389280830338633532e-02,4.354450567476005063e-02,4.320168952012683888e-02,4.286423117706893160e-02,4.253200597588574494e-02,4.220489308588372401e-02,4.188277536871110734e-02
1.958454670071669568e-01,1.899327588585390525e-01,1.843638442029512936e-01,1.791099636617086432e-01,1.741454219490284339e-01,1.694472000020522395e-01,1.649946227245621122e-01,1.607690736603030468e-01,1.567537493295200479e-01,1.529334471519485650e-01,1.492943818725700200e-01,1.458240262329243142e-01,1.425109723176016252e-01,1.393448105760987932e-01,1.363160239944087304e-01,1.334158952851881019e-01,1.306364252939827553e-01,1.279702610932537121e-01,1.254106324652867477e-01,1.229512956672368790e-01,1.205864835329635149e-01,1.183108611021716911e-01,1.161194860820119190e-01,1.140077735432580563e-01,1.119714643353808825e-01,1.100065967746993306e-01,1.081094812193143656e-01,1.062766771953254502e-01,1.045049727823471469e-01,1.027913660036294669e-01,1.011330479981723679e-01,9.952738777985635499e-02,9.797191841247519795e-02,9.646432445020812485e-02,9.500243051097488622e-02,9.358419086567484890e-02,9.220767993985701239e-02,9.087108363618598417e-02,8.957269139638959765e-02,8.831088893042432497e-02,8.708415154851728568e-02,8.589103803872077947e-02,8.473018503874139851e-02,8.360030185622784049e-02,8.250016569646162479e-02,8.142861726063975458e-02,8.038455668166868961e-02,7.936693976771881653e-02,7.837477452674017353e-02,7.740711794776750088e-02,7.646307301718681393e-02,7.554178595022471854e-02,7.464244361979155418e-02,7.376427116648393012e-02,7.290652977504537280e-02,7.206851460393390307e-02,7.124955285585356235e-02,7.044900197819019272e-02,6.966624798327171464e-02,6.890070387926017226e-02,6.815180820327386424e-02,6.741902364905941192e-02,6.670183578218705223e-02,6.599975183633280396e-02,6.531229958474071839e-02,6.463902628145182239e-02,6.397949766732008436e-02,6.333329703624300533e-02,6.270002435739588376e-02,6.207929544959096824e-02,6.147074120419070142e-02,6.087400685327670063e-02,6.028875128003142320e-02,5.971464636851968322e-02,5.915137639027135547e-02,5.859863742525907998e-02,5.805613681504152856e-02,5.752359264600985511e-02,5.700073326082007175e-02,5.648729679623646499e-02,5.598303074573662830e-02,5.548769154534130554e-02,5.500104418124733552e-02,5.452286181793438574e-02,5.405292544551133782e-02,5.359102354514973937e-02,5.313695177153568427e-02,5.269051265133264939e-02,5.225151529672803635e-02,5.181977513318573869e-02,5.139511364059282106e-02,5.097735810703619974e-02,5.056634139449889265e-02,5.016190171580233587e-02,4.976388242217821140e-02,4.937213180087783593e-02,4.898650288227177768e-02,4.860685325592489781e-02,4.823304489516370974e-02,4.786494398968207942e-02
2.199463578396685381e-01,2.133383323672894960e-01,2.071109556761888404e-01,2.012328688726569281e-01,1.956759770537773446e-01,1.904150502520942645e-01,1.854273786685366743e-01,1.806924743995223792e-01,1.761918129573603886e-01,1.719086088540428270e-01,1.678276203650776455e-01,1.639349793191952342e-01,1.602180423828524491e-01,1.566652608381044198e-01,1.532660663012030966e-01,1.500107702087822570e-01,1.468904752191695084e-01,1.438969969472748966e-01,1.410227946804913091e-01,1.382609099167217692e-01,1.356049117297034312e-01,1.330488481059118600e-01,1.305872025155031257e-01,1.282148550803053899e-01,1.259270477875905625e-01,1.237193532715520489e-01,1.215876467470619199e-01,1.195280807339815649e-01,1.175370622564326090e-01,1.156112322411509963e-01,1.137474468732870281e-01,1.119427606976190898e-01,1.101944112787596602e-01,1.084998052561740867e-01,1.068565056491370679e-01,1.052622202835858806e-01,1.037147912274941353e-01,1.022121851342188692e-01,1.007524844044996315e-01,9.933387908763462171e-02,9.795465945100802208e-02,9.661320915475392346e-02,9.530799897505473628e-02,9.403758102548991082e-02,9.280058343109146013e-02,9.159570541439823743e-02,9.042171275691984755e-02,8.927743360306894527e-02,8.816175457687121242e-02,8.707361718466576084e-02,8.601201447958060908e-02,8.497598796588221037e-02,8.396462472336005400e-02,8.297705473375326102e-02,8.201244839288625299e-02,8.107001419366617612e-02,8.014899656643702242e-02,7.924867386438080863e-02,7.836835648275125576e-02,7.750738510169710715e-02,7.666512904331851397e-02,7.584098473440108179e-02,7.503437426698923718e-02,7.424474404962744245e-02,7.347156354267801726e-02,7.271432407167849332e-02,7.197253771317957405e-02,7.124573624796054494e-02,7.053347017692038201e-02,6.983530779531486876e-02,6.915083432134803976e-02,6.847965107543467489e-02,6.782137470673178792e-02,6.717563646379985653e-02,6.654208150648198428e-02,6.592036825631407415e-02,6.531016778297567271e-02,6.471116322446683611e-02,6.412304923887685026e-02,6.354553148574834665e-02,6.297832613519820100e-02,6.242115940307300243e-02,6.187376711054668604e-02,6.133589426667492017e-02,6.080729467252045384e-02,6.028773054556355038e-02,5.977697216319612095e-02,5.927479752417445791e-02,5.878099202699047648e-02,5.829534816417833443e-02,5.781766523164708765e-02,5.734774905218367053e-02,5.688541171232524424e-02,5.643047131185793819e-02,5.598275172523574372e-02,5.554208237426747768e-02,5.510829801145274848e-02,5.468123851339171809e-02,5.426074868372694759e-02,5.384667806510635979e-02
